gene_name,C3L-02168-Tumor,C3N-04162-Tumor,C3L-01663-Tumor,C3N-02300-Tumor,C3L-00568-Tumor,C3L-02627-Tumor,C3L-00965-Tumor,C3N-03424-Tumor,C3L-02625-Tumor,C3L-02619-Tumor,C3N-02289-Tumor,C3L-01884-Tumor,C3N-01025-Tumor,C3L-02963-Tumor,C3L-02546-Tumor,C3L-02552-Tumor,C3N-02288-Tumor,C3N-03425-Tumor,C3N-01020-Tumor,C3N-01194-Tumor,C3L-02964-Tumor,C3N-02675-Tumor,C3N-02339-Tumor,C3L-03272-Tumor,C3N-03875-Tumor,C3N-03848-Tumor,C3L-02650-Tumor,C3N-03486-Tumor,C3L-00904-Tumor,C3L-02646-Tumor,C3N-02375-Tumor,C3N-00211-Tumor,C3N-02374-Tumor,C3N-03877-Tumor,C3L-01606-Tumor,C3L-01000-Tumor,C3L-04391-Tumor,C3L-00445-Tumor,C3L-02130-Tumor,C3N-03441-Tumor,C3N-02575-Tumor,C3N-03092-Tumor,C3N-03051-Tumor,C3N-03093-Tumor,C3L-02127-Tumor,C3L-02669-Tumor,C3L-00081-Tumor,C3L-03963-Tumor,C3N-02425-Tumor,C3N-01892-Tumor,C3N-01893-Tumor,C3N-00555-Tumor,C3N-03882-Tumor,C3L-03962-Tumor,C3L-02665-Tumor,C3L-00927-Tumor,C3L-04014-Tumor,C3N-03880-Tumor,C3N-01846-Tumor,C3N-03076-Tumor,C3N-02426-Tumor,C3L-01838-Tumor,C3L-03961-Tumor,C3L-03965-Tumor,C3N-03072-Tumor,C3N-00221-Tumor,C3N-04127-Tumor,C3L-00923-Tumor,C3L-02649-Tumor,C3L-02891-Tumor,C3N-03851-Tumor,C3N-03886-Tumor,C3N-03662-Tumor,C3N-02434-Tumor,C3N-02435-Tumor,C3L-04013-Tumor,C3N-04124-Tumor,C3L-02660-Tumor,C3L-02648-Tumor,C3N-02283-Tumor,C3L-02968-Tumor,C3L-01285-Tumor,C3L-00603-Tumor,C3L-02969-Tumor,C3L-00415-Tumor,C3L-01455-Tumor,C3L-00993-Tumor,C3N-00497-Tumor,C3L-03678-Tumor,C3N-00247-Tumor,C3L-02349-Tumor,C3N-04155-Tumor,C3L-02163-Tumor,C3L-02629-Tumor,C3N-02285-Tumor,C3N-02252-Tumor,C3N-01411-Tumor,C3N-01028-Tumor,C3L-02358-Tumor,C3N-02284-Tumor,C3L-02170-Tumor,C3L-02164-Tumor,C3N-02523-Tumor,C3L-04071-Tumor,C3N-02494-Tumor,C3L-02951-Tumor,C3N-03204-Tumor,C3N-01017-Tumor
CD163,138.1275,29.8339,143.2133,85.2735,75.2713,67.6304,47.9282,98.5302,68.078,145.6204,107.9194,45.0055,41.9835,52.5239,79.3459,158.0144,174.9141,93.9282,219.4595,66.8207,121.2269,199.0828,91.1301,67.0658,100.0711,178.0384,186.241,63.3123,45.8304,87.5032,53.4826,113.9093,86.499,67.895,114.8988,211.3731,77.1991,138.1406,82.9045,226.0444,37.4062,286.8178,116.9325,250.0183,110.9351,111.7321,70.8372,231.7754,33.4299,119.778,94.0425,69.7639,31.18,61.409,91.1459,90.2636,118.6238,85.9063,58.0381,84.7881,100.6285,64.5515,119.7643,86.3515,130.8707,66.4728,132.615,76.5519,49.8367,107.7624,61.2752,29.855,55.9294,74.6774,71.241,21.733,165.6533,69.294,60.5338,15.8168,90.6663,38.1264,45.6073,155.6015,54.1276,115.6408,17.1478,59.9455,50.2701,416.4677,160.9185,71.1761,50.3689,120.4657,98.1221,89.3846,54.3626,158.3889,47.9825,8.7533,163.4951,114.1284,84.1507,90.2243,50.9112,135.7536,38.908,65.5104
CD163L1,20.0915,11.5266,24.7497,15.3638,21.1039,10.3941,7.8097,18.0011,6.17,10.1572,13.0369,9.6506,14.5142,10.5509,14.9627,19.9011,34.8982,13.7315,13.3472,5.7208,14.1587,12.3423,11.0445,7.1913,8.2161,24.8224,24.0062,15.4485,25.2158,19.8089,6.6517,10.194,12.9067,32.3629,8.8034,9.7708,11.5116,11.7283,11.3929,25.8637,3.3139,18.3892,5.0016,30.7372,10.4223,9.9813,14.9684,17.9591,7.9369,13.8607,9.408,6.4236,2.4211,9.2949,20.4771,20.8754,11.0671,12.3931,5.3814,8.4869,39.14,7.8768,21.3323,15.5512,12.9751,20.8999,17.2345,16.4008,5.2995,22.7154,11.9878,7.1602,14.1796,9.0074,21.756,7.7669,11.6162,7.7963,11.7712,3.4557,19.8998,9.0818,15.8979,10.4482,14.7868,16.2552,5.4721,5.9725,21.24,22.7952,13.671,7.67,4.6405,16.952,15.1171,12.5583,8.8218,13.2047,7.1517,3.4282,12.5346,16.6482,43.1087,12.8546,7.2372,15.5227,10.3555,10.231
CD164,69.6443,86.5554,115.9066,84.8231,91.8125,75.7336,80.8444,91.6158,75.6306,33.8273,42.0669,91.4636,67.6093,29.9658,48.3432,40.3593,41.3932,99.3427,74.1439,46.6856,43.5843,76.3552,50.6499,107.3266,80.3526,73.4212,100.0582,75.3598,100.7807,70.5917,34.5939,81.5282,49.5866,84.4009,102.9616,89.2418,108.9453,51.9589,52.4834,108.2162,48.7718,82.5701,88.9735,100.4228,52.3431,107.7414,126.6521,95.302,32.0089,52.7775,47.3901,79.7136,62.5192,150.5246,81.2925,107.6859,88.6765,70.3807,160.5652,104.7048,66.9943,79.652,76.7047,94.3606,81.2487,39.5292,81.0086,102.1393,87.0871,102.3874,57.1257,73.3365,90.2723,25.4982,89.889,142.1318,84.8017,71.9531,70.6225,110.0159,47.4631,96.8994,90.7196,91.3916,68.9405,71.7165,76.7866,142.0006,122.8834,78.726,45.6727,70.16,52.1684,83.3234,80.5696,42.4675,62.427,84.7179,84.7543,94.2249,67.1932,31.2939,106.1302,86.2475,44.5393,35.4175,151.7079,105.6199
CD164L2,0.3924,1.753,1.1942,2.4766,1.2039,3.9275,3.3039,1.6963,0.5637,2.9032,1.2963,1.4583,0.9007,0.5549,0.8482,2.9783,3.3141,1.4679,2.0638,2.947,3.3231,1.929,0.043,0.3992,0.5366,1.6453,5.5112,2.1881,0.0959,2.9116,1.1995,1.3819,2.0754,1.4233,2.2786,0.8694,0.4444,2.5022,0.9161,2.4562,3.7943,4.4566,2.246,2.2353,5.6716,0.3995,0.5572,1.6914,0.913,0.9122,1.3378,2.0768,0.6606,4.3348,0.8672,2.263,1.3117,0.4434,0.2378,0.1417,1.7609,1.3026,2.5766,4.4198,1.6853,2.7813,1.2211,4.2461,0.1825,1.9017,1.8649,0.3907,0.8913,0.9966,2.4152,3.0203,0.7136,1.8827,6.9323,2.4013,1.2969,0.6274,2.5013,0.7375,4.7982,3.8275,1.3262,0.9908,1.9251,0.6078,0.6873,0.7255,2.1886,4.9127,1.2986,0.4708,2.0296,0.9247,3.9737,9.8582,3.7089,0.381,2.4365,0.7617,0.2813,1.1778,1.8295,1.9549
CD177,1.1789,2.7514,0.2221,0.9725,1.6891,2.9565,1.5263,32.256,3.0291,0.7233,6.6511,402.5629,2.3781,18.2752,1.5572,1.6194,1.5769,11.7299,72.6641,0.3504,2.6784,59.7699,5.3705,12.5493,1.1293,2.7153,3.4425,446.6146,8.0395,2.6649,1.4501,3.1135,1.1849,1.2321,77.2678,0.9862,2.0894,0.7059,117.2205,3.3708,10.3378,2.5742,6.7425,5.8466,7.4166,0.5367,1.3126,0.6641,3.7884,1.1594,1.6174,13.8317,2.8484,1.9784,0.7527,6.8327,0.1244,8.6045,329.9581,9.1053,3.3336,35.9806,1.3018,1.0342,5.4855,11.9314,4.2072,1.4237,1.1767,2.6002,0.1804,0.3149,0.4618,3.7831,6.2681,0.1521,6.9021,386.6519,0.1494,1.129,2.6534,0.0389,0.3824,2.229,0.1976,0.5142,0.7571,0.3152,6.1664,0.9282,1.3232,0.2752,6.3619,158.6084,3.5788,0.9048,14.8436,4.7996,0.995,0.8945,1.7847,1.4695,54.5568,0.6139,1.4612,12.2749,12.3379,0.5121
CD180,6.7397,3.4243,8.2731,5.6633,6.3686,5.1748,2.4097,16.4,10.335,4.7725,7.775,2.7789,6.1189,15.1286,5.4706,7.2179,9.0182,9.4136,6.216,10.733,7.8238,14.3865,4.159,6.1642,7.2052,20.5478,9.2773,3.9872,6.2591,6.3888,5.0762,2.2208,3.1487,4.9516,7.6448,3.9535,4.6903,4.8855,6.5896,9.762,2.481,8.2834,6.3784,15.0744,4.1331,5.7315,3.5583,13.6249,2.9741,10.0593,7.8619,5.4125,2.5795,2.5539,2.0652,1.8071,6.026,11.0393,4.9368,11.6489,6.8,6.207,12.3926,4.439,4.287,1.8306,14.7126,9.3093,4.7765,15.5311,5.6684,2.4513,3.8746,2.737,3.8235,3.4366,9.1949,5.7587,6.0252,1.1264,11.4883,2.2919,3.975,9.353,10.3498,7.923,3.4213,10.9792,3.8724,11.49,4.9027,2.357,1.906,13.6024,5.7031,6.5993,2.5123,11.659,3.5152,0.7809,8.5981,10.9229,4.0314,13.0463,9.0498,13.462,4.085,4.6079
CD19,2.6003,2.6419,2.972,4.7703,2.0893,2.5904,2.8468,11.6118,10.9946,3.4941,5.2675,3.4647,3.3726,8.4978,5.6951,5.7663,3.1479,5.2406,4.5241,9.1806,4.8164,19.6072,0.7354,4.7179,3.8581,13.9558,4.5703,3.3645,3.3527,2.7894,5.3003,0.327,0.8683,1.2154,4.9899,3.4008,0.6611,3.753,5.11,4.5918,0.5215,2.0716,2.6147,10.414,1.3774,3.1366,0.3825,8.1931,1.6851,5.6625,4.4775,4.7966,2.0881,2.2141,2.5056,1.1221,2.9267,6.3927,1.0968,4.346,3.4417,1.6073,12.585,2.4124,1.7837,0.5561,5.6306,9.8279,3.1489,13.9422,3.0514,2.2763,2.841,1.6977,2.0119,2.1761,6.1702,8.2072,4.6044,6.0278,8.3598,0.5384,4.6189,7.6791,8.2313,5.054,1.7672,11.887,2.4597,8.3034,3.2656,0.73,0.6938,6.3613,2.0563,4.094,1.7891,11.0864,2.2381,0.874,5.3112,23.1734,1.0477,8.7892,8.6945,6.0507,2.4437,1.1995
CD1A,1.8876,0.9661,2.2782,2.7649,1.8676,1.8787,1.9097,2.6662,1.7261,1.6292,5.0534,0.4019,0.6162,0.973,2.7009,9.7444,11.7953,0.7859,1.5964,1.0651,4.8839,31.988,5.3545,1.7603,1.9388,13.8175,2.1262,1.0569,2.1673,1.9582,0.3111,0.4847,4.5754,1.3946,1.7209,0.9938,4.9394,2.942,0.4783,7.9759,1.4547,2.0059,1.3634,5.4391,0.7017,0.3915,31.6047,1.5776,3.7646,4.254,6.1666,0.9036,0.4005,8.9805,0.5515,4.0387,1.5734,1.6542,2.2547,0.2342,69.1986,2.5778,2.0347,1.6894,0.7859,3.1316,4.5089,3.9315,0.3218,1.5722,0.0,0.0718,3.1578,0.815,1.7038,0.3641,2.9006,1.0953,1.471,0.0735,4.9851,0.266,23.0554,0.4877,4.594,2.4152,0.335,1.8393,3.5909,2.7856,2.7355,0.4704,4.2317,5.9215,5.5408,4.7901,0.58,1.5085,3.7847,0.5757,1.678,3.5994,5.2036,3.8862,1.9294,5.3441,1.6873,15.8381
CD1B,0.5099,0.6594,0.5909,0.4085,1.8483,0.3707,0.4031,0.7184,0.9401,0.0755,0.226,0.2895,0.222,0.5047,1.0777,0.5406,0.9132,0.06,0.8798,1.243,0.609,1.5318,0.1229,4.058,0.4687,2.3518,0.709,0.2109,0.5484,0.0705,0.0,0.0449,0.309,0.3014,0.5428,0.8745,1.3763,0.2384,0.9648,1.0438,0.059,2.3888,1.0236,0.3014,0.5791,0.0635,2.5117,0.186,0.1933,0.4012,0.9127,0.5469,0.1888,0.5972,0.2384,0.0513,0.0551,1.2676,0.272,0.2531,4.156,0.7617,1.2093,0.9171,0.0927,0.3847,1.1345,2.622,0.0522,0.6796,0.0,0.1862,0.455,0.046,0.6214,0.0675,0.3825,0.6728,0.053,0.0953,12.1686,0.138,2.2192,0.5271,0.4005,0.3568,0.5529,1.7516,0.1411,0.1829,1.5827,0.061,0.2051,3.5868,0.3593,1.5529,0.967,0.9517,0.6066,0.1866,0.7517,0.8168,1.9046,1.5554,7.3719,0.7048,0.1067,15.4387
CD1C,1.3109,1.243,1.6877,1.6593,2.0753,1.5127,2.1714,3.9758,2.276,1.5086,3.0722,0.6615,0.9384,2.286,2.7511,3.9953,2.9995,0.4452,1.1235,1.1243,1.8786,4.5502,2.1061,6.4112,2.3856,8.0927,2.8576,1.4253,0.3524,0.8462,0.6338,0.5129,2.2596,1.8509,1.2404,2.1823,1.7842,0.7832,1.9291,4.4178,0.4715,3.3661,1.01,1.9285,0.8979,0.4712,2.2397,1.3811,0.5522,1.0886,3.5751,1.6735,0.6742,2.4308,0.5719,0.3226,2.0161,1.1697,1.5149,0.8964,8.2259,2.0305,4.8986,2.9687,0.5822,1.0256,3.5395,10.3737,0.8941,3.8267,0.2436,0.5317,1.4036,0.1313,0.9072,0.2697,1.1654,3.3309,2.3611,0.1089,4.779,0.1576,2.9933,1.3549,3.3174,1.7212,0.9249,3.2786,1.4107,3.3434,4.5829,0.453,0.6152,4.8483,1.6076,3.1344,1.6266,4.4397,2.1736,0.5864,3.3449,8.1768,1.6165,3.6252,5.7681,1.5657,1.3109,14.3266
CD1D,1.4524,0.7597,2.8574,2.077,1.4482,1.6949,1.5482,2.7878,2.2923,2.1491,3.2687,2.0013,1.2929,2.4921,1.7245,2.2382,1.8813,1.6116,3.8426,2.0,2.1243,3.3335,1.5535,3.125,1.4047,5.4476,3.9454,2.8341,1.4698,1.5125,0.9522,1.997,0.7516,1.5192,2.8374,2.2684,1.8805,2.5181,2.4371,2.8545,0.566,3.7885,1.6379,4.2058,1.2708,1.3809,1.1175,4.3646,0.5569,2.1506,2.5313,3.9877,0.5741,1.8874,1.6936,1.4789,2.3471,2.3716,2.1978,2.43,1.7796,3.6157,3.3248,2.1686,1.3639,0.5746,3.8401,5.796,1.3524,3.8681,1.9962,0.7745,1.2231,1.4706,1.9666,0.8203,1.673,4.6411,3.0524,1.5562,8.108,1.0375,3.2354,2.4121,3.8771,3.3749,1.0743,4.1028,0.9032,3.7461,3.3534,1.1908,0.8042,2.7808,2.0504,1.9548,1.8053,4.0269,2.0119,0.5674,2.3424,3.0995,1.6545,4.8184,3.8462,2.5561,1.0248,3.0405
CD1E,0.8396,1.3779,0.5404,0.546,1.0493,0.872,1.0576,2.0756,1.956,0.6211,1.0016,0.22,0.6185,0.4794,1.045,2.2892,1.4818,0.1518,0.8848,1.5524,0.6941,4.0351,1.0117,6.1832,1.5381,3.1202,1.6711,0.4005,0.4341,0.4467,0.2555,0.0569,0.7827,0.4771,0.4583,2.5648,0.838,0.3397,0.9164,2.1331,0.1493,1.7816,0.5893,0.3054,0.1571,0.1607,2.9095,1.5702,0.3061,1.0162,2.009,1.0883,0.1495,1.4181,0.3925,0.2601,0.6984,0.6792,1.0764,0.1923,10.6751,1.3665,1.6708,2.097,0.176,1.0015,1.6854,7.5943,0.2312,1.4139,0.0338,0.3536,0.2881,0.0582,1.093,0.0854,0.8882,1.8461,0.5033,0.0,3.1604,0.1747,4.9965,0.4339,2.5677,0.5774,0.4751,1.9351,0.8935,0.5212,2.4191,0.0,0.5521,7.7096,0.6066,4.6545,1.3948,1.4396,0.8032,0.1182,1.7787,1.3547,1.1027,1.8911,5.8846,0.7438,0.2366,11.413
CD2,16.9685,25.0357,32.9371,32.5277,39.7511,17.3972,21.9647,51.6431,59.2802,14.0341,19.357,26.0847,9.0909,13.2883,30.4009,20.6692,29.7047,21.8412,31.9699,49.3747,35.9034,103.9286,12.2158,35.922,27.6322,57.9508,23.6588,30.673,29.7107,25.6986,20.394,8.9245,14.765,15.1725,27.3254,35.2653,19.4214,13.1727,16.4054,23.9645,3.5712,67.6225,17.3481,63.2651,15.1044,27.8277,10.872,47.5502,8.578,43.9863,51.2828,16.9968,4.5518,12.6751,22.4952,16.0778,21.4546,48.4192,16.4182,18.6582,53.1895,12.4557,41.3663,19.0399,12.0157,6.7474,19.8803,49.4646,12.1519,41.0434,28.4751,18.0279,18.0128,11.5664,21.7969,12.3165,42.1022,29.5943,23.2835,6.508,42.0972,8.2396,46.7578,81.8915,25.03,42.857,8.828,66.7743,15.3506,82.356,26.0293,12.0222,11.2018,79.8701,20.1285,47.3454,17.8768,34.5986,16.6089,6.6086,20.8275,26.6489,20.0578,53.9593,31.5633,19.008,14.5255,30.9941
CD200,80.7698,10.9177,14.514,9.5678,13.0199,4.3721,16.8686,15.0366,14.9706,7.8476,25.7366,7.0755,39.9211,9.0799,18.5032,11.9447,36.7613,7.2418,23.245,7.0535,6.0214,19.1467,12.868,129.0858,5.3662,15.6171,6.2827,6.3921,10.5823,7.2378,3.4809,18.7602,4.958,15.7443,8.3828,6.2469,20.1961,38.0889,11.7964,8.0547,2.4745,10.7949,4.6873,8.5193,9.8,10.6245,11.7719,26.7735,3.6521,11.4376,9.4052,58.6436,2.29,22.9099,7.7605,6.7771,6.3784,10.3689,10.6557,15.4879,11.0569,21.4329,25.689,64.8714,34.397,56.3032,9.28,13.2253,6.8617,18.6099,5.719,7.1631,26.314,31.9562,13.9116,3.8383,32.3217,34.8303,10.8,7.7377,31.769,68.0758,102.8712,12.7584,4.8332,7.1373,4.9178,19.9368,5.3638,8.3811,3.869,5.9175,20.0922,24.0567,8.4617,8.4016,17.2893,11.5401,7.2787,4.3089,17.3822,11.175,45.0504,15.2632,13.6905,12.8923,4.5053,16.6168
CD200R1,5.2119,4.753,13.3493,2.539,5.714,83.2828,8.0547,15.2007,5.1855,3.1117,3.6466,5.0665,4.9832,1.6678,2.9106,2.702,7.8186,3.1173,4.4729,5.733,2.7735,9.6021,2.0714,7.9812,4.936,5.2208,5.9749,5.6458,2.7532,7.0575,1.5733,1.7065,1.7509,3.5939,5.2343,3.0206,4.2903,3.4203,3.5836,3.6751,9.915,5.2923,2.6029,3.8913,2.1656,7.3727,4.7893,5.3132,0.9014,5.2694,5.1899,3.5159,1.9131,6.6392,3.8298,6.4814,12.0037,4.9829,2.9261,4.7199,5.5208,3.3536,9.7578,3.0695,6.0471,0.9351,3.865,8.7236,2.4509,26.3551,2.1222,2.8707,6.0045,1.9775,5.1254,1.6449,5.8072,3.7799,3.8195,2.4447,3.4944,4.0568,13.7945,11.133,3.2494,7.0659,3.9937,6.0676,7.2869,6.2638,10.4706,6.628,4.9657,6.9749,18.316,7.2396,5.7606,6.5032,3.4805,5.2875,2.5822,3.1105,1.893,11.39,4.5983,2.766,3.3684,19.0897
CD200R1L,17.5139,10.5433,23.7265,0.4813,12.5825,0.216,19.6859,0.3663,12.4536,10.464,5.1247,9.6834,16.2978,3.7352,4.5057,3.0871,29.0072,8.5587,6.9242,6.9574,2.2356,10.8468,0.2005,18.4664,10.1162,1.5988,19.8257,25.4861,0.3914,18.4718,1.3164,0.4761,3.3781,8.0526,1.0333,0.2628,8.0756,13.0813,6.9434,1.5095,33.7124,0.3465,4.441,0.4426,5.4663,27.6425,10.745,4.2481,3.9432,10.8006,5.8854,14.4669,10.0138,20.2797,10.8515,19.1005,34.8642,3.7784,2.9954,8.6722,8.7865,1.3808,24.7985,3.1173,17.0063,2.6503,6.4785,2.5747,1.3619,5.742,0.4784,4.2523,32.5896,8.5474,15.7715,0.1101,12.0663,5.0006,3.8905,5.4837,0.6204,15.3624,36.8619,7.7827,7.0245,8.4089,5.4124,8.8776,14.7924,0.7833,44.8779,23.4875,27.4456,2.1018,17.4383,12.1618,18.0131,11.8609,11.3368,13.0942,2.3238,1.65,0.8879,12.4604,0.1458,1.4373,7.9238,72.0922
CD207,1.4868,1.0845,1.227,1.8661,0.81,1.9797,2.5403,2.1484,2.3762,1.0717,4.3922,0.303,0.531,0.539,1.5862,7.2998,15.5311,0.3585,0.4643,0.3098,3.3234,36.5534,4.456,2.7967,0.9876,6.907,2.0907,0.7356,1.3836,1.582,0.9048,0.2685,2.7261,2.8729,2.9759,1.2043,3.2056,4.7683,1.0047,4.5755,2.2476,0.7937,1.1479,2.3886,0.8658,0.2372,32.6086,1.1586,3.8303,2.8118,4.971,0.73,0.1059,18.2495,0.0713,1.996,1.6902,0.9476,5.6425,0.492,48.5304,2.1195,1.6438,2.1711,0.1385,6.04,5.9369,2.6135,0.195,1.2701,0.279,1.0438,1.0204,0.7558,1.8066,4.6899,1.0962,1.7883,1.743,6.2013,3.6957,0.5672,32.7202,0.9851,6.5869,1.067,0.4133,1.0587,3.4812,0.9571,3.9576,0.2736,3.2589,4.1922,4.2077,4.2568,1.0844,1.3438,1.9376,0.8372,2.5436,2.4717,4.6785,0.4884,1.7034,3.8637,2.2742,7.5727
CD209,3.3038,2.209,4.4402,2.9404,4.2098,1.4897,1.4379,3.6754,1.8251,1.6692,2.5567,0.8052,1.1365,1.8002,1.3517,4.0576,8.135,4.8882,3.533,2.9572,2.7714,3.1564,4.253,1.7234,0.5926,4.4241,2.1162,2.1657,3.1629,1.1369,0.9562,3.3058,2.3049,1.9765,1.9633,1.411,4.1323,2.6375,1.8296,3.9735,0.7825,7.6,0.8823,9.8881,6.3792,2.3864,3.0784,2.3902,1.2679,6.0861,3.008,0.5185,0.3133,2.7368,3.9779,4.1055,1.5336,2.0801,1.1175,1.1519,3.2374,1.9792,2.3627,3.5424,2.7232,1.9319,1.903,1.7187,0.7914,2.071,1.0615,1.2649,3.4511,2.5851,2.3349,0.4477,2.0955,2.1499,2.0431,0.1657,3.8157,0.981,1.1105,8.3455,0.9176,5.3125,0.4743,2.0965,4.1921,7.2977,2.225,1.87,1.9612,1.6445,2.1194,2.6829,0.8999,1.9382,0.976,1.0912,3.3135,3.8599,2.167,3.7163,2.4145,4.5908,0.5229,3.9961
CD22,2.6539,2.5365,2.2135,3.9641,2.3363,1.7617,2.046,14.1432,5.0041,4.8829,2.8531,3.0266,1.8183,3.1815,3.8789,4.5183,4.8301,2.9844,9.9425,2.0626,2.9627,14.7379,4.4077,2.726,1.7453,13.329,3.6096,2.7434,1.7372,3.0167,2.2707,1.0158,1.6362,1.1935,3.1526,2.7704,1.09,1.4837,2.5497,5.8724,0.7603,4.997,2.8216,8.1163,0.5054,0.9907,0.5406,6.4245,1.1703,3.3022,6.0283,2.1655,1.2926,1.9088,1.5211,1.0689,3.2817,1.9526,2.3694,2.9667,4.5034,2.0107,10.6099,2.9628,0.5661,0.5997,5.1046,9.6465,2.5853,12.4667,0.8324,1.3901,2.6974,1.0294,1.6561,1.2669,3.4046,5.8865,4.0047,0.7012,4.8186,0.3122,2.8316,5.9871,3.6929,2.7181,0.8757,7.6402,2.8098,6.032,3.7912,0.8281,0.3481,5.5213,3.2923,4.7672,1.0212,12.8605,1.9965,0.3379,4.2971,18.0339,1.2683,7.208,6.0557,4.8462,1.4008,2.466
CD226,1.8541,2.815,4.1237,1.8263,3.4369,1.8661,1.941,3.0725,4.0052,1.3023,1.5278,2.2117,1.2333,1.3513,1.6991,1.4493,1.9294,2.2164,1.8447,3.3889,2.7179,5.9761,0.4142,4.2352,2.8637,4.2662,2.1924,2.1283,2.1983,2.4134,1.5245,1.0316,0.89,2.0932,3.967,4.9734,1.2597,1.2967,1.376,3.576,0.7165,5.7415,1.0407,3.6018,1.0138,2.0155,1.2889,3.6785,0.9379,2.4431,2.8718,1.1409,0.8727,0.9607,3.2429,1.5732,2.3767,4.6456,1.8333,1.5458,1.8533,1.8929,3.8232,2.0553,1.3721,0.6985,2.0143,5.2168,1.721,3.9214,1.7533,3.4508,1.5985,0.8448,1.9181,4.23,4.0044,2.8477,2.0619,0.5794,3.6118,0.7327,2.789,8.5913,1.9684,3.3404,1.1455,3.2961,1.2826,6.5378,2.0679,1.3145,1.2204,4.0089,1.6572,4.3456,1.3607,3.3478,1.7854,0.3526,1.7334,2.3477,1.923,5.2009,3.1439,1.9594,1.2427,3.9669
CD24,96.2284,245.4424,496.531,59.9386,106.3988,317.5042,143.8662,176.5245,81.4721,66.9748,174.372,355.5246,94.7977,56.6765,198.9239,43.6313,116.2645,248.299,363.9939,248.1622,147.2397,284.5836,77.6907,300.556,109.3485,68.1207,140.6845,203.0265,299.6587,54.699,92.4092,47.9193,215.2927,110.886,234.7483,123.6669,218.0093,60.9704,198.8303,93.8059,234.1475,43.1743,249.0186,98.9001,191.8865,57.125,157.9469,106.3948,202.3273,44.2439,53.0096,84.7445,187.2619,516.088,127.9274,7802.9524,72.4289,86.8597,318.5708,690.7896,50.007,362.5836,126.4417,115.3566,39.075,81.4364,216.5037,290.43,18.2884,224.1215,14.0048,393.1516,47.4809,11.4089,250.6586,813.6553,110.9699,47.1222,280.3252,282.7275,74.1481,102.4735,762.0332,73.9307,215.2155,184.1172,452.0962,145.3363,658.7693,50.456,107.0671,92.4033,30.2485,145.7274,295.3427,25.5162,97.6998,141.694,320.8815,8.2835,76.5832,49.4756,121.5444,133.2849,59.5479,71.2198,195.3077,182.7868
CD244,1.8468,2.7382,3.075,2.4107,2.9544,2.8898,12.9869,4.8133,4.1504,1.7124,2.2914,1.7614,1.9722,1.5319,1.4473,1.5499,2.3425,2.1711,6.5975,3.6513,4.5578,7.722,1.4242,1.7146,2.284,3.0012,3.2142,3.275,2.6479,2.4183,2.0941,0.9104,1.6712,1.8192,5.1257,2.1336,1.2781,0.6045,1.8968,2.5659,1.3094,7.126,1.2806,2.3869,1.3981,2.0529,0.6508,5.7473,1.4237,3.4628,3.9453,2.3011,1.0942,1.1175,3.2,1.4876,2.7426,5.65,1.576,1.0266,4.1549,1.8185,4.2203,1.9681,0.6263,0.6192,2.6126,3.5872,1.8893,3.0471,2.2396,1.0787,0.8788,0.7766,1.667,1.3029,6.3108,3.393,1.8166,0.7596,3.833,0.5995,3.1552,18.299,1.5713,6.0684,1.2967,3.959,1.5331,6.6678,3.1359,1.0309,1.263,3.5615,2.6599,4.3991,1.6862,4.2889,1.2781,0.9463,1.3946,3.5685,2.9693,7.9611,3.2145,1.6637,1.1081,2.4962
CD247,3.5093,5.6778,5.8348,7.3138,7.6038,4.0109,4.2222,8.0588,10.4961,4.1747,5.5325,6.4475,2.6253,4.1765,5.9745,7.723,5.8026,4.4573,7.3557,9.397,9.1396,17.65,3.6761,7.192,4.6861,11.9859,5.0261,6.4894,5.0016,7.3423,5.7721,2.4994,3.5692,2.6839,8.0717,8.8019,3.8992,3.6693,3.4199,6.2675,1.4474,9.2522,3.1214,10.6319,3.2326,4.6958,2.6058,10.2043,2.8415,8.6538,11.0914,3.5255,1.0285,1.8587,11.0135,4.7941,5.759,9.0367,3.7387,3.221,10.6272,3.1022,7.2234,4.7923,2.3069,2.0252,4.5569,11.3338,3.3196,9.0477,4.5353,3.9592,4.1224,3.4802,5.2051,2.2161,5.6881,7.0055,4.1412,2.5058,10.0434,2.2184,8.6549,17.8076,5.0724,10.625,2.5265,11.006,5.3921,16.9822,6.7564,2.9531,2.2701,17.7494,3.4579,12.2976,3.084,8.4101,2.8605,2.2912,4.4602,9.7652,4.6293,11.9193,6.9371,4.4952,2.4176,7.4406
