gene_name,BH-A0E9,AN-A04A,AN-A0AJ,AR-A1AV,A2-A0EX,BH-A18N,AO-A126,A2-A0EY,AR-A1AW,C8-A135,AO-A12B,C8-A134,A2-A0SW,AN-A0AL,AR-A1AP,C8-A130,C8-A12U,C8-A12T,C8-A131,AO-A12F,AN-A0AM,AR-A1AS,AO-A12D,C8-A12V,D8-A142,AO-A12E,A2-A0T3,AR-A0TT,A8-A076,A2-A0YC,A2-A0CM,AO-A0J9,AN-A0FL,AO-A0JM,A7-A0CE,A8-A08Z,AR-A0TV,AO-A0JL,AN-A0FK,A2-A0YD,AR-A0TR,E2-A15A,A7-A13F,BH-A0AV,A2-A0T6,A2-A0YG,E2-A154,AR-A0U4,A2-A0YF,AO-A0JJ,BH-A0BV,AO-A03O,E2-A158,A8-A06Z,A8-A06N,AO-A0JE,BH-A0C1,A2-A0YM,A8-A079,AO-A0J6,A7-A0CJ,AR-A0TX,A8-A09G,AO-A0JC,BH-A0C7,A2-A0EQ,C8-A12Z,BH-A18Q,C8-A12L,BH-A0E1,BH-A0DD,A2-A0D2,C8-A138,A2-A0EV,BH-A0DG,BH-A18U,A2-A0SX
FCGBP,11.9779,1.0786,0.6242,1.4328,4.0048,55.9365,12.4957,31.6587,1.2583,2.2153,9.807,33.9511,0.646,1.1239,2.0283,1.2785,0.4856,1.5329,23.9486,0.2636,0.4849,9.4895,3.0533,64.5002,5.8783,16.5778,2.1185,1.7799,1.3108,43.993,1.8438,1.0306,0.5853,0.236,0.7012,18.9017,5.2286,0.6764,2.5262,6.5172,6.8185,1.1371,7.6969,4.5632,13.2463,1.7214,17.0316,124.8909,149.2467,14.5838,14.9388,0.9675,8.6589,27.7296,4.3236,2.9994,2.0568,31.5163,14.8431,1.0264,1.5663,0.7768,1.2594,5.383,2.5559,0.7031,2.3905,17.1614,1.2707,9.4928,0.3077,25.7397,2.3836,3.1932,5.4097,0.5223,27.8468
FCGR1A,2.3332,4.0946,10.1203,3.6487,2.4596,4.9973,8.7097,4.3801,7.7905,4.0268,1.9039,5.8392,6.2768,4.9558,8.358,3.6847,4.5369,9.8283,2.1244,3.6235,7.9404,8.6524,7.1334,17.7627,6.5974,8.5696,1.7237,12.9776,8.8998,7.2083,12.2901,7.5127,1.1133,6.4419,2.6904,16.9372,5.5924,1.9898,2.6053,8.1923,2.1641,6.2919,6.0838,9.1738,9.8024,4.1903,3.0334,14.4552,9.9032,6.9988,9.3323,4.6276,1.5999,2.4763,3.1459,6.9807,4.781,6.7843,5.7525,8.1641,4.1553,5.7822,3.419,1.4231,1.5502,5.2942,2.2352,5.1959,4.9533,0.7842,4.579,5.0052,11.0793,6.3776,6.5812,8.1572,5.0466
FCGR1B,0.4331,0.4615,0.8423,0.5858,0.222,0.5174,1.3873,0.7256,0.9923,0.262,0.4439,0.9459,0.6592,0.7569,0.8098,0.5538,0.7672,0.8323,0.9792,0.3855,0.865,1.6671,0.5036,2.4026,0.7848,1.3473,0.5882,3.122,1.0817,0.8192,1.3592,0.6502,0.1433,0.5194,0.2817,2.3657,0.9415,0.2668,0.3394,1.3781,0.2975,1.19565,0.7234,0.5605,1.5197,0.3554,0.6331,1.9259,1.8903,1.1719,1.1218,1.1762,0.5536,0.282,0.4542,1.2674,0.5888,0.9044,0.5501,0.9777,0.3425,1.1115,0.6655,0.326,0.217,0.5925,0.2234,1.065,0.4623,0.0673,0.5434,0.6721,0.9659,0.7574,0.8062,1.0371,0.4313
FCGR2A,13.9781,11.8285,27.1055,17.2307,10.6267,22.4441,19.4507,20.1083,26.7457,22.3617,11.4519,16.0215,11.5974,15.7752,23.853,10.9173,12.7301,28.3751,13.8742,22.7349,20.8572,22.6678,29.6457,54.7929,21.9678,31.8478,9.3933,40.2371,23.2593,26.2957,27.2266,21.0296,3.824,13.1544,15.4943,52.1753,17.8939,6.3262,9.865,31.1828,15.5673,21.0527,19.7599,31.1868,46.2587,13.1414,21.2041,46.319,40.0163,27.6623,34.7522,16.7301,16.0141,13.2792,15.1485,28.0857,21.6849,36.899,17.7135,27.0408,9.0931,27.9507,27.264,9.1533,12.2994,11.3693,8.9713,23.1352,12.0759,6.9377,11.9663,23.9175,26.9813,31.4139,25.2839,27.6135,18.542
FCGR2B,5.1666,2.3881,11.8367,2.0463,1.9348,2.9432,3.4363,3.9125,11.384,3.2574,5.9029,3.2839,3.8339,2.6281,2.6703,1.8333,2.1264,5.0277,2.7734,1.2192,7.0543,8.7687,4.2998,11.3974,8.7788,4.7471,2.6399,6.7497,3.5312,2.6555,4.5064,4.4446,0.441,1.7106,1.2554,18.4799,2.0361,1.1075,1.1556,4.6312,6.3454,6.12485,3.6634,18.4619,8.7719,1.456,5.6564,24.4516,6.2806,7.9363,5.0323,2.3667,1.1309,2.3109,2.8843,3.8997,2.2488,9.297,5.3797,3.2691,3.0226,4.9441,1.0445,16.82,2.8276,2.4095,3.4138,3.5255,3.0548,1.3925,2.4446,4.0552,4.803,5.977,4.8245,7.4731,4.5575
FCGR3A,34.5415,75.6078,283.2382,81.7786,65.502,108.0133,58.1602,83.8884,137.1195,116.4784,66.698,48.4691,66.8528,77.1022,155.708,63.6757,78.1733,131.9019,52.9848,53.883,147.8387,127.3757,172.8636,256.5005,149.9143,112.5051,26.8928,315.4379,194.7734,99.884,193.0533,59.292,17.3145,103.1156,30.2874,289.9761,97.1312,22.7369,43.591,146.5731,49.7445,151.00685,83.0022,119.8636,263.7301,74.6018,134.6505,196.6078,99.65,193.1348,196.4667,132.2397,23.6828,44.1234,27.3355,231.7362,110.7897,198.1643,83.0746,128.5213,66.6143,131.3623,114.5211,9.2329,34.7851,40.7906,48.7775,79.5494,82.2888,17.9872,103.288,73.0098,120.0468,177.7897,100.3152,178.9962,86.0591
FCGR3B,0.0731,0.0899,0.2674,0.1597,0.2594,0.5071,0.0958,0.2377,1.2481,0.679,0.7243,0.0889,0.1669,0.2509,1.4827,0.0561,0.3399,0.2152,1.6816,1.1712,1.8646,0.2216,1.3277,2.8364,0.4968,0.3649,1.4745,0.358,1.223,0.1915,0.9177,0.0112,0.2903,0.0686,0.3872,1.0732,0.6731,0.2108,0.0897,0.8033,1.2883,0.82065,2.7477,1.3755,2.4419,0.1174,0.8587,16.635,0.4446,0.4719,0.6391,0.702,0.0782,0.1606,0.115,1.8399,0.2236,0.6757,0.3734,39.7291,0.544,0.2351,0.4881,0.2026,3.8975,0.147,0.1131,0.8825,0.2906,0.0767,0.5779,0.2553,1.2097,0.4125,0.4654,19.891,1.1419
FCGRT,99.0518,51.057,59.4034,94.6276,139.4489,109.1602,160.4456,146.071,68.9792,39.3273,93.0254,83.2777,47.2132,71.3789,118.6232,101.5906,22.2112,255.6236,97.4226,39.8994,52.093,48.7532,42.0061,119.0672,84.1049,116.0608,149.8172,129.5641,157.5886,119.702,45.9395,74.8927,199.1361,72.5785,106.2442,114.6205,160.7646,14.1085,58.1216,121.494,189.4353,246.0099,539.7613,70.0074,121.7063,21.6861,80.9854,69.2992,105.9452,119.2772,54.7805,78.3753,179.15,26.5983,297.9977,68.0412,53.3852,49.5142,237.0612,48.8496,42.9605,58.7036,35.439,114.166,201.4296,169.2038,26.0324,91.1319,31.3681,185.7026,152.6459,71.8138,106.1428,90.5659,104.7324,45.047,54.3732
FCHO1,2.4331,4.3118,3.8328,0.6255,0.8634,0.5833,0.9659,1.8725,7.4659,1.7076,0.758,12.1092,4.2332,2.7935,11.1638,9.0414,1.236,1.5933,4.4109,0.5464,2.5033,0.8058,3.899,23.7631,1.7994,5.2576,1.345,5.4094,1.2253,1.4994,2.274,1.2306,3.2861,0.8228,9.5468,2.3211,11.8399,0.508,4.3237,4.4325,1.7147,12.05185,1.7239,3.4196,2.9011,9.4341,0.891,4.7121,0.9068,2.4357,1.7595,9.4024,7.6485,1.9721,0.3779,1.9058,1.7512,24.2548,7.3805,11.604,4.7114,3.6408,2.2011,29.1344,7.0993,3.2371,3.7521,6.393,1.9916,2.077,1.7644,1.2381,2.2421,9.0218,3.4292,3.0846,10.2346
FCHO2,28.3758,14.0974,26.5664,55.0545,23.2479,36.3187,11.1426,22.0412,21.795,11.8852,39.6526,13.1341,19.328,8.7777,29.7078,8.8463,11.7113,16.7203,8.3784,11.4829,12.2607,18.1347,20.0229,14.2116,13.9011,36.5231,23.9219,20.698,25.6409,26.6663,22.962,13.0809,6.5849,15.4277,16.2345,45.1036,12.5227,6.5699,36.9538,36.4897,48.9112,24.38995,25.4045,18.0025,52.3134,47.0097,23.4151,24.1822,43.7962,32.4758,28.9047,27.3085,10.2688,31.8024,30.2077,17.9551,59.6223,20.4873,12.4813,6.2932,21.3589,27.1393,34.6545,12.7719,45.5707,12.6417,22.0904,34.5675,13.8628,18.8822,23.8786,12.2065,14.9669,32.7616,18.9274,28.4976,23.1577
FCHSD1,6.9791,4.4972,6.3468,13.9513,5.6792,19.6574,4.3443,6.716,8.1617,2.2891,1.8572,8.1528,6.2888,3.3009,17.3177,2.4286,1.1367,3.0252,2.6322,1.2683,6.6592,10.3168,4.6375,8.5482,7.3292,9.3727,10.1105,10.2994,4.824,3.0493,3.9226,4.3842,1.4075,3.7317,11.0012,4.9947,5.5031,1.2653,6.5655,4.1901,7.9671,8.4082,4.758,5.7821,7.6113,9.989,1.9864,1.7762,4.9577,8.1123,5.4511,8.0994,5.79,11.784,14.2055,3.5645,3.1588,4.5593,9.394,17.4146,5.9704,6.6125,3.9122,30.8546,8.7311,2.7489,3.2459,9.0466,4.1021,3.2148,8.2477,5.4858,7.8914,12.7052,7.4995,7.7337,11.0839
FCHSD2,31.4504,14.3484,56.4565,24.0083,19.8756,21.3826,12.2272,23.3939,45.0124,14.1584,20.3588,18.4829,17.4551,23.8392,56.7753,14.1171,12.2824,39.1388,10.7912,12.2032,13.9274,20.8927,17.0748,31.3587,23.9159,13.8772,18.934,37.0182,29.8015,15.7279,19.109,10.3478,8.9667,24.7905,10.5265,31.855,17.1901,7.1428,19.5141,32.7914,24.4513,25.2119,28.4833,30.1974,29.9965,17.215,31.6657,32.2474,40.1854,26.4645,19.3845,19.4481,23.4549,15.9394,34.9506,32.4211,32.8593,33.5004,11.2721,30.9954,23.1103,28.5873,19.1907,73.5086,30.4056,35.952,8.8832,30.5124,25.9063,20.945,66.9099,40.3363,19.6729,20.5919,59.8108,32.5335,34.287
FCMR,16.7146,11.0122,19.3632,19.3194,20.7551,16.3591,3.1098,13.2565,66.9245,8.231,6.5189,9.6059,8.0317,13.2661,20.8158,16.0118,15.2488,9.8958,2.4266,2.5672,5.7356,5.1642,11.7832,38.3249,5.2212,7.1435,12.591,48.8661,10.9724,34.6044,12.0461,4.8063,2.0127,4.5048,6.9485,25.629,19.3694,1.349,60.2731,47.971,15.6138,46.06505,9.4736,4.6655,21.4738,6.0317,16.9491,6.9668,10.0942,19.1915,17.9397,19.3376,1.1964,18.1998,1.0317,7.4509,17.6098,4.8869,17.4038,3.0228,22.8583,19.9616,8.3026,293.6613,25.2416,26.776,4.2683,9.6934,6.7362,9.6533,44.7314,10.6378,5.7904,8.1809,19.3206,6.8178,25.3605
FCN1,1.7452,0.3103,3.2269,0.8633,0.9813,0.2701,0.7319,1.4289,5.5547,0.2236,0.7614,3.33,1.031,1.3361,1.8771,0.206,0.9007,0.494,2.7794,1.3174,0.5283,0.0116,1.1984,2.124,1.0896,1.5327,0.681,2.0953,0.4983,2.0112,3.8973,1.5212,0.8064,0.3528,0.8459,2.7042,6.0338,0.5062,0.3294,3.5139,0.4234,2.71235,0.2844,3.0151,2.3482,0.6036,0.1262,33.0279,0.2654,3.7184,0.714,1.9338,0.6752,0.3048,0.3198,1.3751,0.9399,11.0776,0.6727,1.0646,0.9555,2.1432,2.0935,9.7157,1.1253,3.232,0.0208,2.9173,0.6405,0.1878,1.0309,4.0744,0.3132,1.3077,1.5745,0.442,4.9229
FCN2,6.6505,0.1415,0,5.3298,0.6127,1.1978,0.1508,4.5943,1.0209,1.0446,1.7042,0.311,0.0398,0,8.3616,5.6915,0.1274,0.9178,0.4526,0.1441,8.8544,2.6585,3.4842,0.2308,0.0372,2.5816,0.1759,0.411,1.3038,0.6532,0.301,0.2356,0,3.8711,0.2139,0.8515,0.1104,0,2.4712,1.9166,20.3441,0.81685,0,0.6875,0.4078,1.9099,2.4337,0,0.8265,0.7318,2.3759,0,0.0513,0,0.0431,74.5585,1.5648,0.1773,0.0933,0.1514,2.6067,2.3559,6.0838,0,0.2544,0.4821,1.9301,0.5404,0,0.9392,0.5777,0.0609,0,0.057,0.3857,0.3446,1.179
FCN3,2.3169,1.5708,0.8835,0.9383,1.4665,4.0401,1.0832,1.5552,2.0828,1.4441,4.3326,7.4237,3.0804,9.1333,1.9862,1.3453,0.7176,1.6592,5.0417,5.3611,1.0496,1.3831,6.1298,4.0967,2.298,1.4067,2.3539,2.3572,1.9888,3.1735,1.216,1.8172,1.8419,1.7191,4.6091,1.5393,1.4595,3.3753,5.5601,1.0948,1.0455,1.15495,1.2196,2.2723,1.4547,1.7798,0.5296,2.0617,3.4756,4.3821,2.703,1.394,1.2062,0.9288,1.1187,4.2608,2.107,2.8653,0.1828,2.4644,1.641,2.0599,3.6507,7.9549,1.0215,5.7833,0.7996,4.8005,1.556,4.1057,2.3336,3.3994,2.0894,1.5901,2.2977,2.5305,0.9621
FCRL1,0.9284,0.0127,0.7681,0.0161,0.7504,0.0179,0,0.7167,19.317,0.033,0.0176,0.6481,0.6102,2.1388,0.1113,0.066,0.2056,0,0.0304,0.0646,0.0501,0,0.2699,2.1564,0.4807,0.0784,0.1892,3.4569,0.0944,0.0675,0.263,0.0158,0,0,0.0575,0.0352,0.2078,0.0343,0,0.6183,2.1209,3.19685,0.0529,0.1078,1.7229,0.116,0,0.1831,0.0784,0.6659,0.0752,0.1576,0,0,0.0116,0.1509,0.1402,0.0954,0.3387,0.0407,0,1.9606,0.9347,175.9173,0.1779,1.9961,0.02,0.1245,0.1196,0.018,0,0.3439,0.1959,0.0766,1.3827,0.0309,2.0869
FCRL2,0.4162,0.0099,0.5051,0,0.5003,0.0279,0.0106,0.4764,8.6904,0.0645,0.0275,0.5632,0.9447,0.7488,0.0869,0.0515,0.3612,0.0889,0.095,0.1109,0.2251,0,0.744,4.2768,1.7362,0.0962,0.0369,2.8106,0.1685,0.0738,0.6953,0.099,0.02,0.0378,0.0225,0.165,0.2434,0.0179,0.0371,0.2414,0.7348,1.80795,0.1101,0.0842,0.8929,0.1164,0.0568,0.104,0.0715,0.6382,0.1614,0.1934,0.0647,0,0,0.4479,0.1095,0.0745,0.3233,0.0397,0.0261,1.0953,0.5571,63.4123,0.0321,0.7997,0.2026,0.081,0.2402,0.0282,0.0303,0.5243,0.3278,0.2751,0.4994,0.3135,3.8267
FCRL3,1.1055,0.0466,2.2034,0.0592,0.9751,0.011,0.4305,1.2514,14.3022,0.9105,0.2482,2.1956,0.6687,1.2466,0.3271,0.7028,1.5632,0.1511,0.0932,0.1107,0.5064,0.0137,2.2752,7.2776,0.9568,0.0823,0.2896,5.9354,0.3468,0.1655,1.9331,0.5529,0.0392,0.3113,0.1057,0.6363,1.5542,0.0771,0.0581,1.6725,1.4649,5.0035,0.0216,0.2264,3.0119,0.7811,0.0445,0.7239,0.1041,1.8258,0.6328,1.4477,0.3127,0.0231,0.0497,1.7009,1.1058,1.0122,0.5762,0.4736,0.0409,3.0293,1.785,59.3573,0.5278,4.5484,0.1467,0.4576,0.1988,0.1546,0.6777,1.6546,1.0882,0.788,2.3816,0.6619,7.8783
FCRL4,0,0.0774,0.0548,0.0491,0.1117,0,0,0.0776,2.4206,0.1177,0.0359,0.0532,0.3813,0.0901,0.1812,0.0134,0.1046,0.0579,0.1238,0.0131,0.0382,0.0455,0.21,0.5051,0.1427,0.0114,0,0.8994,0.1235,0.0412,0.2059,0,0,0.2955,0.0146,0.0179,0.0453,0,0.0322,0.0699,0.1136,0.15965,0.0359,0.2821,0.2231,0.0337,0.2713,0.1355,0.0266,0.0462,0.0382,0,0,0,0,0.3533,0,0,0.0766,0,0.017,0.3376,0.3254,2.7153,0.0139,0.8573,0.0203,0,0.0348,0.0184,0,0.0666,0.242,0.0623,0.1583,0.0628,0.551
FCRL5,0.9191,0.2624,0.8447,0.0102,0.4484,0.0057,0.0559,1.116,18.1446,1.0408,0.1065,0.7816,7.954,4.3462,0.1204,0.4155,1.8261,0.1389,0.4985,0.3204,0.7216,0.0071,6.4109,5.045,4.7862,0.2351,0.1154,9.6535,0.8623,0.2966,1.2748,0.1285,0.0163,0.1001,0.5903,0.1289,0.9586,0.1347,0.5688,0.3662,1.7861,1.22385,0.0617,0.6813,1.0416,0.4375,0,0.7363,0.4201,3.3852,0.4663,0.96,0.2283,0.003,0.0295,2.0701,0.3068,0.3388,0.8822,0.1554,0.0903,2.3993,2.6414,22.2384,0.2394,3.6088,0.2794,0.4689,1.218,0.0574,0.2471,1.0785,1.0462,0.9748,0.8194,1.4787,6.2871
FCRL6,2.5115,0.4492,2.6247,1.1403,0.3781,0.2904,0.8378,1.2151,7.4253,1.3407,0.208,2.3443,1.9746,1.5453,1.5108,1.0316,3.1092,0.1961,2.222,0.2096,0.9059,0.0989,1.8273,10.7361,0.7536,0.6112,1.0931,4.4253,0.4775,0.4784,1.8212,0.9699,0.17,0.2143,0.6578,1.4551,2.2556,0.3714,0.2568,1.8501,1.0118,3.0536,0.3381,1.1138,2.08,0.6599,0.5006,1.1054,0.3086,3.4166,1.7742,1.3621,3.2985,0.1672,0.3934,1.2027,2.8453,0.9615,0.4628,0.8708,0.4432,3.7162,2.3954,12.3282,0.7671,2.9454,0.2945,1.7763,0.7312,0.5323,1.06,1.6429,2.5187,1.0623,0.8671,0.4101,3.7419
FCRLA,1.5345,0.3672,3.2344,0.1748,4.2383,0.0432,0.1141,1.5818,27.7401,0.8966,0.2126,1.7271,3.4217,8.6997,0.5101,0.5569,0.5992,0.1603,0.2385,0.3115,0.9974,0.2963,1.7809,7.3536,3.4908,0.3646,0.2852,6.8919,0.5692,0.5377,1.5131,0.2961,0.0463,0.4087,0.6417,0.2973,0.8055,0.2208,0.1908,0.9737,3.1735,6.1796,0.2763,0.929,5.0628,0.2397,0.0877,0.8032,0.8356,2.9022,0.4759,0.4888,0.1831,0,0.1817,0.8193,0.3594,0.3834,1.2106,8.6026,0.1409,3.074,2.314,110.0053,0.561,8.489,0.1685,0.3004,2.2466,0.174,0.2108,1.8564,1.6707,0.8129,2.8559,0.689,6.4677
FCRLB,14.6461,1.5271,1.0268,3.2142,0.2789,47.4943,1.2567,0.3718,0.732,0.1511,926.9535,2.8035,0.8157,1.0565,1.3568,0.2613,2.6107,1.4463,0.255,2.4792,2.2913,15.3178,0.5807,1.3476,1.0988,5.3228,224.1402,1.1306,1.0479,72.0716,2.0351,1.0741,0.2146,0.9221,2.1695,1.8517,5.5864,2.2666,1.6875,1.9108,309.9907,1.2236,24.0915,1.3616,0.5729,2.4738,17.3949,9.3111,53.3279,3.9668,4.352,0.1372,2.4814,0.1871,41.597,0.7821,0.8014,1.2594,0.9368,8.5591,16.7325,0.5746,0.1312,2.6143,29.1475,0.2173,0.6387,0.6959,3.6719,12.2861,5.8584,0.4242,0.6823,1.2839,0.8429,20.5404,1.3284
FCSK,12.2938,12.4379,6.6104,26.491,8.1382,13.0861,9.024,24.6242,6.1413,5.7125,8.4233,11.1569,9.6435,14.1573,10.566,9.0148,14.6175,11.447,9.5308,12.3429,9.0072,14.154,9.9133,9.5764,9.6994,8.7755,11.9858,12.1666,11.3496,9.2092,12.9764,3.8805,8.8538,7.4307,11.948,8.8211,10.6366,9.9371,6.723,10.396,31.9173,24.77305,25.3585,6.5383,9.5399,25.5891,9.2934,13.3596,4.3701,7.7958,16.9034,8.3508,16.9451,14.0019,16.9558,6.8769,10.7921,9.5496,6.737,14.7901,8.3679,9.8777,5.791,9.3537,16.1654,5.5299,2.8129,30.0122,5.6103,6.7785,18.2848,10.1879,4.1655,12.426,9.8758,6.7893,9.6104
FDCSP,113.9804,8.302,3.0091,0,39.1766,2.3419,0.7286,11.0374,167.2305,33.2003,0.1357,12.6357,17.9701,708.834,6.5126,1.422,1.8467,0,3.3966,10.8364,5.1132,0,2.0783,686.5074,6.94,11.3782,54.859,52.5059,0.6229,0.8321,82.8858,73.7837,0.0986,1.3046,1098.2807,1.0847,0.7999,24.9304,0.2436,37.957,17.9269,22.78395,19.5412,381.0962,60.6625,5.4844,1.3062,27816.716,84.5479,23.0725,1.4466,0.8668,0.425,0,0,7.2061,6.344,17.0094,0,26023.9794,4.1115,6.2706,10.0377,2162.9651,7.1634,32.3366,0.3074,82.1462,9.7369,5.6939,0,2886.2085,12.8203,9.1998,17.5669,0.2378,167.0913
FDFT1,110.7991,80.3201,38.3574,91.9396,54.9053,59.097,39.5993,187.9523,35.4749,85.685,341.675,87.3016,177.335,119.4001,83.6911,55.0748,133.8928,109.3255,38.4301,139.3614,87.3076,100.3013,73.226,87.3042,114.3204,89.9883,51.2285,48.9496,136.3137,82.138,53.0274,26.8036,136.9203,133.8908,24.4061,42.6024,91.6851,26.7743,196.9077,98.5516,171.5277,118.23305,138.682,60.777,92.8444,100.8953,122.7305,237.4969,139.5734,82.4158,98.6031,51.4393,43.9239,59.6948,53.7559,114.4186,137.4213,74.4685,177.9663,46.2072,66.1158,84.548,143.7173,59.3138,87.4422,55.2585,142.2154,122.9086,61.8247,162.0339,119.5315,138.2683,37.6992,35.7894,18.8906,187.4988,71.195
